,name
12094,Jhoira's Familiar
12102,Kuldotha Forgemaster
12110,Lightning Greaves
12120,Lux Cannon
12130,Magnifying Glass
12139,Mana Crypt
12148,Masterwork of Ingenuity
12157,Mesmeric Orb
12165,Metalspinner's Puzzleknot
12173,Mishra's Bauble
12181,Mox Opal
12189,Myr Battlesphere
12197,Myr Retriever
12205,O-Naginata
12215,Oblivion Stone
12224,Peace Strider
12232,Pentad Prism
12240,Phyrexian Revoker
12249,Pyrite Spellbomb
12257,Ratchet Bomb
12266,Sandstone Oracle
12283,Sickleslicer
12291,Skinwing
12299,Spellskite
12308,Sphinx of the Guildpact
12316,Springleaf Drum
12325,Sundering Titan
12335,Sunforger
12345,Surge Node
12353,Sword of Body and Mind
12363,Sword of Feast and Famine
12373,Sword of Fire and Ice
12382,Sword of Light and Shadow
12392,Sword of the Meek
12401,Sword of War and Peace
12410,Throne of Geth
12419,Treasure Keeper
12427,Trinisphere
12437,Tumble Magnet
12445,Vulshok Gauntlets
12453,Walking Ballista
12463,Welding Jar
12471,Wurmcoil Engine
12480,Academy Ruins
12489,Ash Barrens
12497,Blinkmoth Nexus
12505,Buried Ruin
12512,Cascade Bluffs
12521,Dark Depths
12531,Darksteel Citadel
12540,Fetid Heath
12549,Fire-Lit Thicket
12559,Flooded Grove
12568,Glimmervoid
12577,Graven Cairns
12586,High Market
12596,Maze of Ith
12606,Mishra's Factory
12614,Mystic Gate
12623,Rugged Prairie
12632,Sunken Ruins
12641,Thespian's Stage
12650,Twilight Mire
12659,Urza's Mine
12667,Urza's Power Plant
12677,Urza's Tower
12686,Wooded Bastion
14120,Eye for an Eye
14196,Reverse Polarity
14290,Energy Flux
14307,Island Fish Jasconius
14378,Reconstruction
14386,Serendib Efreet
14415,Unstable Mutation
14506,El-Hajjâj
14511,Erg Raiders
14605,Sorceress Queen
14639,Atog
14664,Dwarven Weaponsmith
14731,Kird Ape
14739,Magnetic Mountain
14750,Mijae Djinn
14854,Crumble
14859,Desert Twister
14977,Titania's Song
15023,Aladdin's Lamp
15028,Aladdin's Ring
15038,Armageddon Clock
15048,Bottle of Suleiman
15053,Brass Man
15073,Dancing Scimitar
15087,Dragon Engine
15091,Ebony Horse
15096,Flying Carpet
15123,Ivory Tower
15133,Jandor's Ring
15137,Jandor's Saddlebags
15178,Mishra's War Machine
15191,Onulet
15201,Primal Clay
15205,Rocket Launcher
15231,The Rack
15397,And They Shall Know No Fear
15405,"Celestine, the Living Saint"
15412,Defenders of Humanity
15419,For the Emperor!
15427,Grey Knight Paragon
15435,Space Marine Devastator
15443,Space Marine Scout
15451,Thunderwolf Cavalry
15458,Triumph of Saint Katherine
15465,Ultramarines Honour Guard
15472,Vexilus Praetor
15481,Zephyrim
15489,Genestealer Locus
15496,Genestealer Patriarch
15503,Heralds of Tzeentch
15511,Lord of Change
15519,Sicarian Infiltrator
15527,Sister of Silence
15534,Vanguard Suppressor
15541,Anrakyr the Traveller
15548,Arco-Flagellant
15555,Biotransference
15564,Blight Grenade
15571,Chronomancer
15579,Cryptek
15587,Flayed One
15594,Great Unclean One
15601,Hexmark Destroyer
15609,Illuminor Szeras
15617,Lokhust Heavy Destroyer
15625,Lychguard
15633,Mandate of Abaddon
15641,"Mortarion, Daemon Primarch"
15647,Necron Deathmark
15655,Necron Overlord
15663,Nurgle's Conscription
15670,Nurgle's Rot
15678,Out of the Tombs
15685,Plague Drone
15693,Plasmancer
15701,Poxwalkers
15709,Primaris Eliminator
15717,Psychomancer
15724,Royal Warden
15732,Sanguinary Priest
15740,Sautekh Immortal
15747,Shard of the Nightbringer
15755,Shard of the Void Dragon
15762,Skorpekh Destroyer
15769,Skorpekh Lord
15777,Sloppity Bilepiper
15785,Tallyman of Nurgle
15792,Technomancer
15800,Their Name Is Death
15808,Their Number Is Legion
15816,Tomb Blade
15823,Trazyn the Infinite
15831,Triarch Praetorian
15839,Triarch Stalker
15847,Venomcrawler
15855,The War in Heaven
15863,Acolyte Hybrid
15871,Aspiring Champion
15878,Bloodcrusher of Khorne
15885,Bloodthirster
15893,Chaos Terminator Lord
15901,Dark Apostle
15908,Exocrine
15915,Herald of Slaanesh
15923,Keeper of Secrets
15931,Khârn the Betrayer
15938,Knight Rampager
15946,Let the Galaxy Burn
15953,Noise Marine
15961,The Red Terror
15970,Screamer-Killer
15978,Seeker of Slaanesh
15985,Aberrant
15992,Biophagus
15999,Bone Sabres
16007,Broodlord
16015,Clamavus
16024,Haruspex
16032,Hierophant Bio-Titan
16040,Hormagaunt Horde
16047,Lictor
16054,Nexos
16063,Old One Eye
16070,Purestrain Genestealer
16077,Sporocyst
16086,Termagant Swarm
16094,Tervigon
16103,Toxicrene
16111,Tyranid Invasion
16118,Tyrant Guard
16126,Assault Intercessor
16134,Atalan Jackal
16142,Belisarius Cawl
16149,Birth of the Imperium
16157,Blood for the Blood God!
16165,Callidus Assassin
16172,Chaos Defiler
16180,Chaos Mutation
16188,Commissar Severina Raine
16196,Company Commander
16204,Cybernetica Datasmith
16211,"Deathleaper, Terror Weapon"
16219,Deny the Witch
16226,Drach'Nyen
16234,Epistolary Librarian
16242,Exalted Flamer of Tzeentch
16249,Exterminatus
16256,The First Tyrannic War
16263,The Flesh Is Weak
16271,Gargoyle Flock
16278,"Ghyrson Starn, Kelermorph"
16286,Helbrute
16293,The Horus Heresy
16301,Inquisitor Eisenhorn
16308,Kill! Maim! Burn!
16315,The Lost and the Damned
16322,Lucius the Eternal
16330,Magnus the Red
16337,Malanthrope
16345,Mawloc
16353,Mutalith Vortex Beast
16361,Neyam Shai Murad
16369,Pink Horror
16376,Primaris Chaplain
16383,Ravener
16390,The Ruinous Powers
16398,Shadow in the Warp
16406,Sister Hospitaller
16413,Sister Repentia
16420,Trygon Prime
16428,Tyranid Harridan
16436,Tyranid Prime
16444,Tzaangor Shaman
16451,Venomthrope
16460,Winged Hive Tyrant
16468,Zoanthrope
16476,Canoptek Scarab Swarm
16484,Canoptek Spyder
16492,Canoptek Tomb Sentinel
16499,Canoptek Wraith
16507,Convergence of Dominion
16514,Cryptothrall
16522,Ghost Ark
16530,The Golden Throne
16538,Goliath Truck
16545,Inquisitorial Rosette
16553,Knight Paladin
16561,Necron Monolith
16569,Night Scythe
16577,Reaver Titan
16584,Redemptor Dreadnought
16592,Resurrection Orb
16600,Sceptre of Eternal Glory
16609,Thunderhawk Gunship
16616,Tomb Fortress
16643,Fabricate
16648,Bastion Protector
16654,Collective Effort
16662,Deploy to the Front
16669,Entrapment Maneuver
16677,Fell the Mighty
16683,Hour of Reckoning
16691,Launch the Fleet
16699,Martial Coup
16713,Aetherize
16728,Reconnaissance Mission
16744,Bile Blight
16761,Darkness
16769,Decree of Pain
16777,Defile
16804,Living Death
16812,Mutilate
16835,Past in Flames
16843,Reverberate
16852,Starstorm
16861,Warstorm Surge
16876,Cultivate
16883,Death's Presence
16891,Explore
16900,Farseek
16916,Harrow
16923,Inspiring Call
16931,New Horizons
16953,Bituminous Blast
16960,Bred for the Hunt
16968,Deny Reality
16975,Hull Breach
16984,Mortify
16991,Utter End
16998,Arcane Signet
17015,Assault Suit
17022,Caged Sun
17031,Chromatic Lantern
17039,Commander's Sphere
17081,Gilded Lotus
17090,Hedron Archive
17098,Herald's Horn
17107,Icon of Ancestry
17115,Mask of Memory
17138,Mystic Forge
17153,Skullclamp
17182,Talisman of Creativity
17190,Talisman of Dominance
17201,Talisman of Hierarchy
17210,Talisman of Indulgence
17218,Talisman of Progress
17225,Thought Vessel
17233,Unstable Obelisk
17241,Wayfarer's Bauble
17254,Worn Powerstone
17262,Arcane Sanctum
17276,Barren Moor
17283,Cave of Temptation
17291,Choked Estuary
17298,Cinder Glade
17306,Command Tower
17322,Crumbling Necropolis
17330,Darkwater Catacombs
17337,Desert of the Glorified
17344,Dismal Backwater
17351,Evolving Wilds
17360,Exotic Orchard
17368,Foreboding Ruins
17376,Forgotten Cave
17384,Frontier Bivouac
17393,Game Trail
17401,Memorial to Glory
17408,Molten Slagheap
17415,Myriad Landscape
17424,Opal Palace
17432,Path of Ancestry
17438,Polluted Mire
17446,Port Town
17453,Prairie Stream
17461,Reliquary Tower
17469,Rugged Highlands
17477,Scoured Barrens
17485,Skycloud Expanse
17493,Sunken Hollow
17500,Swiftwater Cliffs
17508,Temple of Abandon
17516,Temple of Epiphany
17523,Temple of Mystery
17531,Temple of the False God
17545,Thornwood Falls
17553,Tranquil Cove
17561,Unclaimed Territory
17568,Vault of Whispers
18102,Crusade
19130,Pradesh Gypsies
19612,Abuna's Chant
19621,Armed Response
19630,Auriok Champion
19651,Auriok Windwalker
19673,Bringer of the White Dawn
19693,Leonin Squire
19703,Loxodon Anchorite
19712,Loxodon Stalwart
19722,Raksha Golden Cub
19732,Retaliate
19743,Roar of Reclamation
19773,Stand Firm
19782,Stasis Cocoon
19791,Steelshaper's Gift
19802,Vanquish
19811,Acquire
19822,Advanced Hoverguard
19831,Artificer's Intuition
19842,Beacon of Tomorrows
19853,Blinkmoth Infusion
19862,Bringer of the Blue Dawn
19873,Condescend
19884,Disruption Aura
19893,Early Frost
19902,Eyes of the Watcher
19912,Fold into Aether
19921,Hoverguard Sweepers
19931,Into Thin Air
19940,Plasma Elemental
19949,Qumulox
19959,Serum Visions
19970,Spectral Shift
19979,Thought Courier
19989,Trinket Mage
20018,Blind Creeper
20027,Bringer of the Black Dawn
20037,Cackling Imp
20046,Desecration Elemental
20055,Devour in Shadow
20075,Ebon Drake
20086,Endless Whispers
20096,Fill with Fright
20105,Fleshgrafter
20114,Lose Hope
20123,Mephidross Vampire
20133,Moriok Rigger
20143,Night's Whisper
20154,Nim Grotesque
20163,Plunge into Darkness
20185,Shattered Dreams
20215,Bringer of the Red Dawn
20226,Cosmic Larva
20236,Feedback Bolt
20255,Goblin Brawler
20265,Granulate
20285,Iron-Barb Hellion
20294,Krark-Clan Engineers
20303,Krark-Clan Ogre
20312,Magma Giant
20322,Magma Jet
20331,Magnetic Theft
20341,Mana Geyser
20349,Rain of Rust
20358,Reversal of Fortune
20368,Screaming Fury
20388,Vulshok Sorcerer
20398,All Suns' Dawn
20409,Beacon of Creation
20420,Bringer of the Green Dawn
20430,Channel the Suns
20441,Dawn's Reflection
20460,Fangren Pathcutter
20469,Ferocious Charge
20488,Ouphe Vandals
20497,Rite of Passage
20506,Rude Awakening
20517,Sylvok Explorer
20527,Tangle Asp
20538,Tel-Jilad Justice
20548,Tel-Jilad Lifebreather
20557,Tornado Elemental
20568,Tyrranax
20577,Viridian Lorebearers
20586,Viridian Scout
20595,Anodet Lurker
20604,Arachnoid
20613,Arcbound Wanderer
20623,Avarice Totem
20632,Baton of Courage
20641,Battered Golem
20651,Blasting Station
20662,Chimeric Coils
20671,Clearwater Goblet
20681,Clock of Omens
20703,Conjurer's Bauble
20734,Door to Nothingness
20756,Energy Chamber
20777,Ensouled Scimitar
20786,Eon Hub
20797,Etched Oracle
20807,Ferropede
20817,Fist of Suns
20828,Gemstone Array
20839,Goblin Cannon
20849,Grafted Wargear
20859,Grinding Station
20868,Guardian Idol
20879,Healer's Headdress
20888,Heliophial
20897,Helm of Kaldra
20907,Horned Helm
20917,Infused Arrows
20926,Krark-Clan Ironworks
20936,Lantern of Insight
20945,Lunar Avenger
20955,Mycosynth Golem
20966,Myr Quadropod
20976,Myr Servitor
20985,Neurok Stealthsuit
20994,Opaline Bracers
21003,Paradise Mantle
21023,Possessed Portal
21034,Razorgrass Screen
21054,Relic Barrier
21065,Salvaging Station
21075,Sawtooth Thresher
21085,Silent Arbiter
21094,Skullcage
21104,Skyreach Manta
21114,Solarion
21124,Sparring Collar
21135,Spinal Parasite
21145,Staff of Domination
21155,Summoner's Egg
21166,Summoning Station
21176,Suncrusher
21185,Suntouched Myr
21195,Synod Centurion
21204,Thermal Navigator
21223,Vedalken Shackles
21245,Abbey Gargoyles
21249,Akron Legionnaire
21265,Arenson's Aura
21273,Armor of Faith
21277,Aysen Bureaucrats
21285,Blessed Wine
21289,Blinking Spirit
21297,Caribou Range
21330,D'Avenant Archer
21334,Death Speakers
21347,Divine Offering
21355,Dust to Dust
21363,Greater Realm of Preservation
21367,Heal
21375,Hipparion
21383,Icatian Phalanx
21387,Icatian Scout
21391,Icatian Town
21400,Ivory Guardians
21404,Justice
21420,Kjeldoran Skycaptain
21424,Mesa Falcon
21432,Order of the Sacred Torch
21437,Order of the White Shield
21453,Prismatic Ward
21457,Repentant Blacksmith
21470,Sacred Boon
21478,Seraph
21482,Serra Bestiary
21486,Serra Paladin
21490,Shield Bearer
21494,Shield Wall
21503,Truce
21524,Aether Storm
21532,Anti-Magic Aura
21536,Azure Drake
21540,Binding Grasp
21558,Dance of Many
21563,Dandân
21567,Dark Maze
21571,Deflection
21585,Enervate
21602,Force Spike
21607,Forget
21615,Glacial Wall
21620,Homarid Warrior
21629,Hydroblast
21634,Juxtapose
21638,Krovikan Sorcerer
21642,Labyrinth Minotaur
21662,Magus of the Unseen
21667,Memory Lapse
21695,Portent
21711,Ray of Command
21716,Recall
21720,Reef Pirates
21732,Sea Spirit
21736,Sea Sprite
21741,Seasinger
21749,Sibilant Spirit
21757,Soul Barrier
21791,Updraft
21795,Vodalian Soldiers
21803,Wind Spirit
21811,Zur's Weirding
21815,Abyssal Specter
21845,Bog Rats
21854,Breeding Pit
21858,Broken Visage
21866,Cloak of Confusion
21884,Derelor
21901,Evil Eye of Orms-by-Gore
21910,Fallen Angel
21922,Funeral March
21930,Greater Werewolf
21934,Hecatomb
21943,Initiates of the Ebon Hand
21948,Kjeldoran Dead
21953,Knight of Stromgald
21958,Krovikan Fetish
21962,Leshrac's Rite
21975,Mind Ravel
21979,Mind Warp
21983,Mindstab Thrull
21988,Mole Worms
21996,Necrite
22001,Necropotence
22032,Pox
22048,Sengir Autocrat
22056,Stromgald Cabal
22065,The Wretched
22070,Thrull Retainer
22074,Torture
22078,Touch of Death
22111,Ambush Party
22132,Brassclaw Orcs
22144,Conquer
22160,Dwarven Catapult
22164,Dwarven Soldier
22177,Errantry
22185,Fire Drake
22197,Flame Spirit
22201,Flare
22209,Game of Chaos
22219,Goblin Digging Team
22223,Goblin Hero
22232,Goblin War Drums
22237,Goblin Warrens
22250,Imposing Visage
22264,Ironclaw Curse
22274,Jokulhaups
22303,Mountain Goat
22311,Orcish Captain
22315,Orcish Conscripts
22319,Orcish Farmer
22327,Orcish Squatters
22331,Orgg
22335,Panic
22339,Primordial Ooze
22343,Pyroblast
22352,Sabretooth Tiger
22385,Stone Spirit
22406,Word of Blasting
22410,An-Havva Constable
22418,Aurochs
22427,Carapace
22431,Cat Warriors
22435,Chub Toad
22444,Craw Giant
22466,Elder Druid
22488,Foxfire
22496,Fyndhorn Elder
22500,Ghazbán Ogre
22516,Hungry Mist
22532,Johtull Wurm
22544,Lhurgoyf
22573,Nature's Lore
22579,Primal Order
22583,Rabid Wombat
22595,Scaled Wurm
22599,Scavenger Folk
22611,Shrink
22615,Stampede
22628,Tarpan
22687,Wolverine Pack
22691,Wyluli Wolf
22709,Ashnod's Altar
22713,Ashnod's Transmogrant
22718,Barbed Sextant
22722,Barl's Cage
22742,Clockwork Steed
22754,Crown of the Ages
22783,Elkin Bottle
22787,Feldon's Cane
22797,Feroz's Ban
22810,Gauntlets of Chaos
22829,Infinite Hourglass
22846,Jalum Tome
22858,Jester's Cap
22863,Joven's Tools
22889,Obelisk of Undoing
22898,Pentagram of the Ages
22910,Serpent Generator
22918,Skull Catapult
22938,Time Bomb
22947,Urza's Bauble
22968,Bottomless Vault
22983,Dwarven Hold
22988,Dwarven Ruins
22992,Ebon Stronghold
22996,Havenwood Battleground
23001,Hollow Trees
23006,Icatian Store
23010,Ice Floe
23020,Ruins of Trokair
23025,Sand Silos
23034,Svyelunite Temple
23139,Archangel
23144,Ardent Militia
23153,Armored Pegasus
23162,Celestial Dawn
23186,Daraja Griffin
23202,Ekundu Griffin
23206,Enlightened Tutor
23210,Ethereal Champion
23214,Exile
23223,Heavy Ballista
23227,Hero's Resolve
23235,Infantry Veteran
23248,Light of Day
23252,Longbow Archer
23269,Pearl Dragon
23273,Regal Unicorn
23277,Remedy
23281,Reprisal
23285,Resistance Fighter
23297,Serenity
23302,Serra's Blessing
23311,Standing Troops
23315,Staunch Defenders
23319,Sunweb
23323,Tariff
23332,Unyaro Griffin
23344,Warmth
23357,Abduction
23365,Ancestral Memories
23374,Browse
23378,Chill
23387,Daring Apprentice
23395,Desertion
23400,Diminishing Returns
23405,Dream Cache
23409,Flash
23434,Harmattan Efreet
23438,Horned Turtle
23442,Insight
23446,Inspiration
23454,Library of Lat-Nam
23476,Mystical Tutor
23488,Polymorph
23500,Prosperity
23503,Psychic Transfer
23516,Relearn
23540,Soldevi Sage
23548,Storm Crow
23553,Tidal Surge
23569,Wind Drake
23582,Abyssal Hunter
23594,Ashen Powder
23603,Blighted Shaman
23607,Blood Pet
23624,Coercion
23632,Doomsday
23636,Dread of Night
23644,Dry Spell
23648,Enfeeblement
23661,Fatal Blow
23669,Feast of the Unicorn
23673,Feral Shadow
23677,Forbidden Crypt
23682,Gravebane Zombie
23706,Infernal Contract
23727,Mischievous Poltergeist
23732,Necrosavant
23741,Painful Memories
23745,Perish
23754,Python
23766,Razortooth Rats
23780,Strands of Night
23788,Stupor
23792,Syphon Soul
23800,Vampiric Tutor
23810,Aether Flash
23819,Anaba Shaman
23823,Balduvian Barbarians
23827,Balduvian Horde
23835,Boil
23848,Crimson Hellkite
23857,Fervor
23862,Final Fortune
23875,Fit of Rage
23907,Goblin Recruiter
23917,Hammer of Bogardan
23921,Hulking Cyclops
23925,Illicit Auction
23938,Lightning Blast
23959,Pillage
23971,Reckless Embermage
23997,Spitting Drake
24009,Talruum Minotaur
24013,Tremor
24017,Vertigo
24021,Viashino Warrior
24025,Volcanic Dragon
24029,Volcanic Geyser
24042,Call of the Wild
24054,Dense Foliage
24058,Early Harvest
24067,Elven Cache
24079,Fallow Earth
24083,Familiar Ground
24096,Fyndhorn Brownie
24113,Gorilla Chieftain
24140,Maro
24144,Nature's Resurgence
24149,Panther Warriors
24162,Redwood Treefolk
24170,River Boa
24174,Rowen
24204,Trained Armodon
24208,Tranquil Grove
24217,Uktabi Orangutan
24222,Uktabi Wildcats
24226,Unseen Walker
24239,Vitalize
24244,Waiting in the Weeds
24249,Warthog
24258,Worldly Tutor
24271,Amber Prison
24288,Charcoal Diamond
24297,Cursed Totem
24317,Dragon Mask
24321,Fire Diamond
24337,Grinning Totem
24370,Lead Golem
24374,Mana Prism
24378,Marble Diamond
24391,Moss Diamond
24395,Mystic Compass
24408,Patagia Golem
24433,Sky Diamond
24438,Snake Basket
24447,Storm Cauldron
24451,Teferi's Puzzle Box
24459,Wand of Denial
24481,Crystal Vein
24600,Angelic Page
24626,Blessed Reversal
24639,Breath of Life
24737,Cloudchaser Eagle
24751,Crossbow Infantry
24780,Eager Cadet
24794,Elite Archers
24808,Gerrard's Wisdom
24891,Intrepid Hero
24920,Knight Errant
24934,Knighthood
24961,Master Healer
25015,Purify
25029,Razorfoot Griffin
25067,Rolling Stones
25080,Sacred Ground
25094,Sacred Nectar
25120,Sanctimony
25132,Seasoned Marshal
25146,Serra Advocate
25202,Skyshroud Falcon
25216,Southern Paladin
25259,Starlight
25299,Sustainer of the Realm
25324,Vengeance
25352,Worship
25408,Arcane Laboratory
25423,Archivist
25437,Baleful Stare
25450,Benthic Behemoth
25478,Confiscate
25491,Coral Merfolk
25548,Delusions of Mediocrity
25562,Equilibrium
25592,Fighting Drake
25603,Fleeting Image
25644,Giant Octopus
25672,Hibernation
25714,Levitation
25752,Mana Breach
25780,Mawcor
25833,Opportunity
25847,Opposition
25930,Sleight of Hand
25970,Telepathic Spies
25998,Temporal Adept
26024,Tolarian Winds
26038,Treasure Trove
26081,Vigilant Drake
26095,Vizzerdrix
26123,Wall of Wonder
26137,Wind Dancer
26164,Abyssal Horror
26206,Befoul
26219,Bellowing Fiend
26233,Bereavement
26289,Corrupt
26303,Crypt Rats
26318,Dakmor Lancer
26332,Dark Banishing
26346,Darkest Hour
26360,Dregs of Sorrow
26392,Duress
26406,Eastern Paladin
26420,Engineered Plague
26460,Foul Imp
26474,Fugue
26488,Giant Cockroach
26529,Hollow Dogs
26624,Nausea
26636,Necrologia
26662,Nocturnal Raid
26675,Oppression
26688,Ostracize
26701,Persecute
26773,Reprocess
26788,Revenant
26819,Serpent Warrior
26870,Stronghold Assassin
26884,Tainted Aether
26925,Western Paladin
26939,Yawgmoth's Edict
26982,Bedlam
27008,Bloodshot Cyclops
27050,Disorder
27120,Ghitu Fire-Eater
27133,Goblin Chariot
27170,Goblin Gardener
27184,Goblin Glider
27211,Goblin Matron
27225,Goblin Raider
27239,Goblin Spelunkers
27267,Granite Grip
27293,Impatience
27379,Ogre Taskmaster
27391,Okk
27444,Pygmy Pyrosaur
27509,Reflexes
27633,Storm Shaman
27661,Trained Orgg
27688,Volcanic Hammer
27715,Wildfire
27730,Anaconda
27744,Ancient Silverback
27784,Bull Hippo
27810,Compost
27895,Elvish Lyrist
27976,Gang of Elk
28074,Lone Wolf
28130,Monstrous Growth
28158,Nature's Revolt
28173,Pride of Lions
28201,Reclaim
28273,Seeker of Skybreak
28314,Squall
28340,Thorn Elemental
28354,Thoughtleech
28395,Treefolk Seedlings
28448,Vernal Bloom
28476,Wing Snare
28490,Wood Elves
28531,Beast of Burden
28546,Caltrops
28689,Grafted Skullcap
28865,Phyrexian Colossus
28877,Phyrexian Hulk
28890,Pit Trap
28917,Sisay's Ring
28974,Static Orb
29438,Avatar of Hope
29452,Sea Eagle
29477,Aven Flock
29508,Silverback Ape
29513,Blinding Angel
29526,Chastise
29633,Diving Griffin
29660,Elite Javelineer
29687,Glory Seeker
29764,Ivory Mask
29792,Master Decoy
29820,Noble Purpose
29835,Oracle's Attendants
29863,Peach Garden Oath
29878,Rain of Blades
29903,Redeem
30023,Solidarity
30118,Sword Dancer
30233,Balance of Power
30260,Bribery
30274,Catalog
30287,Coastal Hornclaw
30300,Coastal Piracy
30315,Concentrate
30341,Coral Eel
30355,Cowardice
30369,Curiosity
30449,Flash Counter
30532,Index
30559,Intruder Alarm
30615,Merchant of Secrets
30629,Merchant Scroll
30700,Rewind
30713,Sage of Lat-Nam
30752,Shifting Sky
30766,Sneaky Homunculus
30864,Tidal Kraken
30878,Trade Routes
30960,Wrath of Marit Lage
31002,Ambition's Cost
31043,Carrion Wall
31083,Death Pit Offering
31097,Death Pits of Rath
31114,Deathgazer
31125,Deepwood Ghoul
31193,Execute
31243,Gluttonous Zombie
